# {'li': -1, 'lf': -1, 'meshx': 16, 'meshy': 16, 'xbound': 3e-08, 'ybound': 3e-08, 'qz': 199725854668.28848, 'qa': 599177564.0048654, 'qc': 599177564.0048654, 'v': 133707436.268, 'bondingantibonding': 0, 'omega': 4.2e+16}
2.068057672782092488e-10 4.247522302548283049e-10 6.367647275808506998e-10 1.132147126692704539e-09 2.756215798224556207e-09 4.724238635433943120e-09 9.676156609495297617e-09 2.439575293200038646e-08 5.664768889909225251e-08 8.938638339227415652e-08 1.028224219066887211e-07 9.025855210700159975e-08 5.798633208199127441e-08 2.543171181627415963e-08 1.021856464700722224e-08 4.947700730246593223e-09
4.248415777232555298e-10 6.367887620487240158e-10 9.998457050440453117e-10 2.354770232320331075e-09 4.660451099427882917e-09 1.020249370880059574e-08 3.398422702605846372e-08 9.877551924190206093e-08 1.942896454523490623e-07 3.408790347126118449e-07 4.292929095602055872e-07 3.433194114901122824e-07 1.970309111931820704e-07 1.009884638841078865e-07 3.532487880059897281e-08 1.074498792369328737e-08
6.371546938194157192e-10 9.985512638043585872e-10 1.983735946056335747e-09 4.608165601663693130e-09 8.622010727774773964e-09 2.630196571127982214e-08 9.765004091233215025e-08 2.679995859056110404e-07 9.503369754888290768e-07 2.897060361092682625e-06 4.432422328470624008e-06 2.928001622682530170e-06 9.694605816173320547e-07 2.761419516747132192e-07 1.004194062347880149e-07 2.643781850563927234e-08
1.133383342067113865e-09 2.349915343424787482e-09 4.605800566019520673e-09 7.910183443870312839e-09 1.615365755147469043e-08 6.103393053354437262e-08 1.931417889660468949e-07 9.264513599866555230e-07 6.192844455737010387e-06 1.388685435774873933e-05 1.227136548272320931e-05 1.404485874415454819e-05 6.319062913004690681e-06 9.531804778041805438e-07 1.990226707407829497e-07 6.037580536081757766e-08
2.755237692635344841e-09 4.663677968222016656e-09 8.625905338501020897e-09 1.614628594212394234e-08 3.586813095795217876e-08 1.122464207638076452e-07 3.574293090978880771e-07 2.660173568050347006e-06 1.258156128142628839e-05 1.836843327390917644e-06 4.091359011286271708e-06 1.991672443072316723e-06 1.287130001092870190e-05 2.713867773024065751e-06 3.533577718128237183e-07 9.994273680920001441e-08
4.728163363250494739e-09 1.020407977803503828e-08 2.628582211541097283e-08 6.093346335351146943e-08 1.121066515597691253e-07 2.198479915150852531e-07 5.944245135585955285e-07 4.068690783744773016e-06 9.568869675505208765e-06 8.372411807455095380e-06 2.380859382237819516e-06 8.074412739989312335e-06 9.766801536089568533e-06 4.046044006285145659e-06 5.039186225592549388e-07 1.273125125237598582e-07
9.675958399481185764e-09 3.397695355172291269e-08 9.754574427035358379e-08 1.930258900756943801e-07 3.576847120009424339e-07 5.958362274119464193e-07 1.074151612676397992e-06 4.118735461445914400e-06 9.515881413357163345e-06 5.500798262836498152e-06 1.696779526244388122e-06 5.533827619420689700e-06 9.116789607280983483e-06 3.646333906488579717e-06 5.984502983335183604e-07 1.510851707695621101e-07
2.438894698303571399e-08 9.877958742589398837e-08 2.681287600233093487e-07 9.263562825275617168e-07 2.657624521667721246e-06 4.067759757004763570e-06 4.122442984259691599e-06 6.360425306595211129e-06 1.340495253743986386e-05 5.457673933445193377e-06 8.068369968684660140e-06 5.682155318426765173e-06 1.087752107217984101e-05 3.349619209211264194e-06 7.296846411568839024e-07 1.912700108523377836e-07
5.671554159661999698e-08 1.944004123466149406e-07 9.500037827387827367e-07 6.188160376646766134e-06 1.245070482031279167e-05 9.295351224050529820e-06 9.334283446788381867e-06 1.340782956679057701e-05 2.128327487250021479e-05 1.277191455387710793e-05 1.773027586072997171e-05 2.191333906238390110e-05 2.044151332254594462e-05 4.759745219563046685e-06 9.616015608210298586e-07 2.619124072177225568e-07
8.952965865184647181e-08 3.410988765014461016e-07 2.899340045028698136e-06 1.392892695964567185e-05 1.909950005800715218e-06 8.620768557815576560e-06 5.517630229992782521e-06 5.482073032948994539e-06 1.254398066800134197e-05 1.227928761569870220e-05 1.077728451409284632e-05 1.340200820155276033e-05 3.769458825609522479e-05 9.097316622614307752e-06 1.304101257626734651e-06 3.289898750646578958e-07
1.030800901286784556e-07 4.292649724542264510e-07 4.443812292589145119e-06 1.251752774328827788e-05 3.960949510645875200e-06 2.437347628076754654e-06 1.715604482959870113e-06 8.064516742413161066e-06 1.762539091497721907e-05 1.075684128839871697e-05 8.641663663363382850e-06 9.961208431116243630e-06 4.273541883766764961e-05 1.254649654363792415e-05 1.450245374001939871e-06 3.475636855749543676e-07
9.058777658346035344e-08 3.431458342845311529e-07 2.929885556676989613e-06 1.427014255056233961e-05 2.115824010790355211e-06 7.984251510442735242e-06 5.505190605669979287e-06 5.617612642494685158e-06 2.182103429465083900e-05 1.347556570263060722e-05 1.006021240643941883e-05 1.436021683410157708e-05 4.599340432927597762e-05 8.497549126103626083e-06 1.130548593658330100e-06 2.942932949087563519e-07
5.813748234259846444e-08 1.971921572864152148e-07 9.694924731331894777e-07 6.335846502367132762e-06 1.295430429727317535e-05 9.849439516195851669e-06 9.182711164873653105e-06 1.083638366528411227e-05 2.030006775533006912e-05 3.734838819848309964e-05 4.259014151183445387e-05 4.595480958908461518e-05 1.903272471302369922e-05 3.019145634316712578e-06 6.561692585466230117e-07 1.866781057049404004e-07
2.542821605879034382e-08 1.013739615024951582e-07 2.763089611062492787e-07 9.526971728554985249e-07 2.714739098698589343e-06 4.048929669649373835e-06 3.652028903383733305e-06 3.351884493963697774e-06 4.759636974300841331e-06 9.086598267843017294e-06 1.253187691474405506e-05 8.495723008663778490e-06 3.018931558371051605e-06 9.184980893185437091e-07 3.278683132484598620e-07 8.540189691180729641e-08
1.021279660956587713e-08 3.534297833637210324e-08 1.007168999109804329e-07 1.994466943192428276e-07 3.536876732108490151e-07 5.041491441523887874e-07 5.977948815268318141e-07 7.291826383887041168e-07 9.621925151748586556e-07 1.305462311761918640e-06 1.451277052840997159e-06 1.131449072866514711e-06 6.563490218985558636e-07 3.277092544651854734e-07 1.152862202420441858e-07 3.673542055470655043e-08
4.951490287362933400e-09 1.073497627726242183e-08 2.643457041382448446e-08 6.046818412409777965e-08 1.000318078617018705e-07 1.272922508434210990e-07 1.511488923158425232e-07 1.910972896578150479e-07 2.612997735143901529e-07 3.280625839931568644e-07 3.468313598818791375e-07 2.937732941069789384e-07 1.865353454706529868e-07 8.541889012478516191e-08 3.673120208353522771e-08 1.827715232259038464e-08
